83933,16067
83939,16061
84191,15809
84239,15761
84263,15737
84317,15683
84431,15569
84449,15551
84503,15497
84533,15467
84701,15299
84713,15287
84731,15269
84737,15263
84827,15173
84869,15131
84947,15053
85049,14951
85061,14939
85103,14897
85109,14891
85121,14879
85133,14867
85229,14771
85247,14753
85259,14741
85331,14669
85361,14639
85439,14561
85451,14549
85577,14423
85751,14249
85793,14207
85847,14153
85991,14009
86069,13931
86117,13883
86171,13829
86201,13799
86243,13757
86249,13751
86291,13709
86351,13649
86381,13619
86423,13577
86477,13523
86501,13499
86531,13469
86579,13421
86771,13229
86783,13217
86813,13187
86837,13163
86951,13049
86993,13007
87041,12959
87083,12917
87107,12893
87179,12821
87257,12743
87359,12641
87473,12527
87509,12491
87587,12413
87623,12377
87671,12329
87719,12281
87797,12203
87803,12197
87881,12119
87887,12113
87959,12041
88019,11981
88169,11831
88211,11789
88223,11777
88301,11699
88379,11621
88589,11411
88607,11393
88721,11279
88883,11117
88997,11003
89021,10979
89051,10949
89153,10847
89261,10739
89387,10613
89393,10607
89399,10601
89501,10499
89513,10487
89567,10433
89657,10343
89669,10331
89753,10247
89819,10181
89849,10151
89867,10133
89897,10103
89909,10091
89939,10061
89963,10037
90059,9941
90071,9929
90149,9851
90197,9803
90281,9719
90371,9629
90527,9473
90533,9467
90659,9341
90677,9323
90863,9137
90971,9029
90989,9011
91139,8861
91151,8849
91163,8837
91193,8807
91253,8747
91331,8669
91373,8627
91457,8543
91463,8537
91499,8501
91571,8429
91577,8423
91631,8369
91703,8297
91757,8243
91781,8219
91961,8039
92051,7949
92177,7823
92243,7757
92297,7703
92357,7643
92459,7541
92567,7433
92669,7331
92693,7307
92717,7283
92753,7247
92789,7211
92849,7151
92921,7079
92957,7043
92987,7013
93053,6947
93083,6917
93089,6911
93131,6869
93239,6761
93263,6737
93281,6719
93419,6581
93479,6521
93683,6317
93701,6299
93827,6173
93887,6113
93911,6089
93971,6029
94121,5879
94151,5849
94307,5693
94331,5669
94343,5657
94349,5651
94427,5573
94529,5471
94559,5441
94583,5417
94613,5387
94649,5351
94727,5273
94811,5189
94847,5153
94949,5051
94961,5039
95027,4973
95063,4937
95111,4889
95213,4787
95267,4733
95279,4721
95327,4673
95483,4517
95507,4493
95549,4451
95603,4397
95651,4349
95717,4283
95747,4253
95783,4217
95789,4211
95873,4127
95987,4013
96053,3947
96137,3863
96149,3851
96167,3833
96179,3821
96221,3779
96233,3767
96281,3719
96323,3677
96329,3671
96377,3623
96419,3581
96443,3557
96461,3539
96587,3413
96671,3329
96749,3251
96779,3221
96797,3203
96911,3089
96959,3041
96989,3011
97001,2999
97073,2927
97103,2897
97157,2843
97259,2741
97301,2699
97367,2633
97379,2621
97523,2477
97553,2447
97577,2423
97583,2417
97607,2393
97649,2351
97787,2213
97847,2153
97859,2141
97871,2129
97919,2081
97931,2069
97961,2039
97973,2027
98123,1877
98129,1871
98213,1787
98387,1613
98429,1571
98507,1493
98519,1481
98561,1439
98573,1427
98627,1373
98639,1361
98711,1289
98717,1283
98807,1193
98837,1163
98849,1151
98897,1103
98909,1091
98939,1061
98981,1019
99017,983
99023,977
99053,947
99089,911
99119,881
99137,863
99173,827
99191,809
99257,743
99317,683
99347,653
99401,599
99431,569
99497,503
99551,449
99581,419
99611,389
99689,311
99707,293
99719,281
99761,239
99767,233
99809,191
99833,167
99929,71
99971,29
99989,11
time taken,0:00:10.176604
